218;RUE DANTON;RUE DANTON;2525E;;1;0;75;0;18;1;N
219;RUE DE BELLEVUE;RUE DE BELLEVUE;0651T;;1;0;16;0;23;1;N
220;RUE DE LA CERISAIE;RUE DE LA CERISAIE;1440A;;1;0;30;0;1;1;N
221;RUE DE LA GARE DE LONGCHAMP;PLACE DE LA GARE DE SURESNES LONGCHAMP;SU07E;;1;0;10;0;2;1;O
222;RUE DE LA GAUCHERE;RUE DE LA GAUCHERE;4150W;;2;0;22;0;1;1;N
223;RUE DE LA LIBERTE;RUE DE LA LIBERTE;5145C;I;1;0;27;0;21;1;N
224;RUE DE LA LIBERTE;RUE DE LA LIBERTE;5145C;I;29;0;85;0;22;1;N
225;RUE DE LA LIBERTE;RUE DE LA LIBERTE;5145C;P;2;0;104;0;21;1;N
226;RUE DE LA PASSERELLE;RUE DE LA PASSERELLE;7155M;I;1;0;13;0;21;1;N
227;RUE DE LA PASSERELLE;RUE DE LA PASSERELLE;7155M;P;2;0;18;0;18;1;N
228;RUE DE LA POTERIE;RUE DE LA POTERIE;7250R;;1;0;26;0;27;1;N
229;RUE DE LA PROCESSION;RUE DE LA PROCESSION;7270M;I;1;0;45;0;27;1;N
230;RUE DE LA PROCESSION;RUE DE LA PROCESSION;7270M;I;47;0;109;0;24;1;N
231;RUE DE LA PROCESSION;RUE DE LA PROCESSION;7270M;P;2;0;56;0;27;1;N
232;RUE DE LA PROCESSION;RUE DE LA PROCESSION;7270M;P;58;0;108;0;24;1;N
233;RUE DE LA REPUBLIQUE;RUE DE LA REPUBLIQUE;8131Y;I;1;0;61;0;7;1;N
234;RUE DE LA REPUBLIQUE;RUE DE LA REPUBLIQUE;8131Y;I;63;0;97;0;8;1;N
235;RUE DE LA REPUBLIQUE;RUE DE LA REPUBLIQUE;8131Y;P;2;0;70;0;7;1;N
236;RUE DE LA REPUBLIQUE;RUE DE LA REPUBLIQUE;8131Y;P;72;0;136;0;8;1;N
237;RUE DE LA TERRASSE;RUE DE LA TERRASSE;9125D;;1;0;22;0;23;1;N
238;RUE DE LA TUILERIE;RUE DE LA TUILERIE;9185U;I;1;0;37;0;26;1;N
239;RUE DE LA TUILERIE;RUE DE LA TUILERIE;9185U;P;2;0;12;0;26;1;N
240;RUE DE LA TUILERIE;RUE DE LA TUILERIE;9185U;P;14;0;54;0;27;1;N
241;RUE DE L'AMIRAL WILLAUMEZ;RUE AMIRAL WILLAUMEZ;0065F;;1;0;10;0;6;1;O
242;RUE DE L'HIPPODROME;RUE DE L'HIPPODROME;4445S;;1;0;40;0;26;1;N
243;RUE DE LOCARNO;RUE DE LOCARNO;5160U;;1;0;49;0;30;1;N
244;RUE DE MONTRETOUT;RUE DE MONTRETOUT;6160F;;1;0;14;0;26;1;N
245;RUE DE SAINT-CLOUD;RUE DE SAINT-CLOUD;8820X;;1;0;23;0;6;1;N
246;RUE DE SEVRES;RUE DE SEVRES;8540T;;1;0;31;0;10;1;N
247;RUE DE VERDUN;RUE DE VERDUN;9625X;I;1;0;23;0;4;1;N
248;RUE DE VERDUN;RUE DE VERDUN;9625X;I;25;0;57;0;15;1;N
249;RUE DE VERDUN;RUE DE VERDUN;9625X;I;59;0;101;0;11;1;N
250;RUE DE VERDUN;RUE DE VERDUN;9625X;I;103;0;145;0;16;1;N
251;RUE DE VERDUN;RUE DE VERDUN;9625X;I;147;0;203;0;13;1;N
252;RUE DE VERDUN;RUE DE VERDUN;9625X;P;2;0;26;0;4;1;N
253;RUE DE VERDUN;RUE DE VERDUN;9625X;P;28;0;32;0;5;1;N
254;RUE DE VERDUN;RUE DE VERDUN;9625X;P;34;0;56;0;17;1;N
255;RUE DE VERDUN;RUE DE VERDUN;9625X;P;58;0;100;0;16;1;N
256;RUE DE VERDUN;RUE DE VERDUN;9625X;P;102;0;120;0;13;1;N
257;RUE DES ACQUEVILLES;RUE DES ACQUEVILLES;0010W;I;1;0;45;0;24;1;N
258;RUE DES ACQUEVILLES;RUE DES ACQUEVILLES;0010W;I;47;0;105;0;27;1;N
259;RUE DES ACQUEVILLES;RUE DES ACQUEVILLES;0010W;P;2;0;36;0;24;1;N
260;RUE DES ACQUEVILLES;RUE DES ACQUEVILLES;0010W;P;38;0;92;0;27;1;N
261;RUE DES BARTOUX;RUE DES BARTOUX;0610Y;I;1;0;5;0;21;1;N
262;RUE DES BARTOUX;RUE DES BARTOUX;0610Y;I;7;0;51;0;22;1;N
263;RUE DES BARTOUX;RUE DES BARTOUX;0610Y;P;2;0;6;0;21;1;N
264;RUE DES BARTOUX;RUE DES BARTOUX;0610Y;P;8;0;64;0;22;1;N
